Episode,Episode Score,Environment,Max Episodes,Learning Rate,Gamma,Hidden Layers,Seed
1,12.0,CartPole-v1,100000.0,0.0001,0.99,5,0
2,17.0,CartPole-v1,100000.0,0.0001,0.99,5,0
3,16.0,CartPole-v1,100000.0,0.0001,0.99,5,0
4,12.0,CartPole-v1,100000.0,0.0001,0.99,5,0
5,15.0,CartPole-v1,100000.0,0.0001,0.99,5,0
6,23.0,CartPole-v1,100000.0,0.0001,0.99,5,0
7,26.0,CartPole-v1,100000.0,0.0001,0.99,5,0
8,17.0,CartPole-v1,100000.0,0.0001,0.99,5,0
9,18.0,CartPole-v1,100000.0,0.0001,0.99,5,0
10,17.0,CartPole-v1,100000.0,0.0001,0.99,5,0
11,45.0,CartPole-v1,100000.0,0.0001,0.99,5,0
12,14.0,CartPole-v1,100000.0,0.0001,0.99,5,0
13,78.0,CartPole-v1,100000.0,0.0001,0.99,5,0
14,21.0,CartPole-v1,100000.0,0.0001,0.99,5,0
15,41.0,CartPole-v1,100000.0,0.0001,0.99,5,0
16,14.0,CartPole-v1,100000.0,0.0001,0.99,5,0
17,15.0,CartPole-v1,100000.0,0.0001,0.99,5,0
18,19.0,CartPole-v1,100000.0,0.0001,0.99,5,0
19,18.0,CartPole-v1,100000.0,0.0001,0.99,5,0
20,33.0,CartPole-v1,100000.0,0.0001,0.99,5,0
21,8.0,CartPole-v1,100000.0,0.0001,0.99,5,0
22,10.0,CartPole-v1,100000.0,0.0001,0.99,5,0
23,45.0,CartPole-v1,100000.0,0.0001,0.99,5,0
24,19.0,CartPole-v1,100000.0,0.0001,0.99,5,0
25,17.0,CartPole-v1,100000.0,0.0001,0.99,5,0
26,16.0,CartPole-v1,100000.0,0.0001,0.99,5,0
27,25.0,CartPole-v1,100000.0,0.0001,0.99,5,0
28,30.0,CartPole-v1,100000.0,0.0001,0.99,5,0
29,40.0,CartPole-v1,100000.0,0.0001,0.99,5,0
30,27.0,CartPole-v1,100000.0,0.0001,0.99,5,0
31,30.0,CartPole-v1,100000.0,0.0001,0.99,5,0
32,23.0,CartPole-v1,100000.0,0.0001,0.99,5,0
33,32.0,CartPole-v1,100000.0,0.0001,0.99,5,0
34,36.0,CartPole-v1,100000.0,0.0001,0.99,5,0
35,26.0,CartPole-v1,100000.0,0.0001,0.99,5,0
36,43.0,CartPole-v1,100000.0,0.0001,0.99,5,0
37,13.0,CartPole-v1,100000.0,0.0001,0.99,5,0
38,21.0,CartPole-v1,100000.0,0.0001,0.99,5,0
39,15.0,CartPole-v1,100000.0,0.0001,0.99,5,0
40,33.0,CartPole-v1,100000.0,0.0001,0.99,5,0
41,10.0,CartPole-v1,100000.0,0.0001,0.99,5,0
42,48.0,CartPole-v1,100000.0,0.0001,0.99,5,0
43,54.0,CartPole-v1,100000.0,0.0001,0.99,5,0
44,15.0,CartPole-v1,100000.0,0.0001,0.99,5,0
45,12.0,CartPole-v1,100000.0,0.0001,0.99,5,0
46,10.0,CartPole-v1,100000.0,0.0001,0.99,5,0
47,27.0,CartPole-v1,100000.0,0.0001,0.99,5,0
48,25.0,CartPole-v1,100000.0,0.0001,0.99,5,0
49,14.0,CartPole-v1,100000.0,0.0001,0.99,5,0
50,30.0,CartPole-v1,100000.0,0.0001,0.99,5,0
51,12.0,CartPole-v1,100000.0,0.0001,0.99,5,0
52,9.0,CartPole-v1,100000.0,0.0001,0.99,5,0
53,12.0,CartPole-v1,100000.0,0.0001,0.99,5,0
54,15.0,CartPole-v1,100000.0,0.0001,0.99,5,0
55,15.0,CartPole-v1,100000.0,0.0001,0.99,5,0
56,16.0,CartPole-v1,100000.0,0.0001,0.99,5,0
57,11.0,CartPole-v1,100000.0,0.0001,0.99,5,0
58,8.0,CartPole-v1,100000.0,0.0001,0.99,5,0
59,24.0,CartPole-v1,100000.0,0.0001,0.99,5,0
60,14.0,CartPole-v1,100000.0,0.0001,0.99,5,0
61,12.0,CartPole-v1,100000.0,0.0001,0.99,5,0
62,14.0,CartPole-v1,100000.0,0.0001,0.99,5,0
63,39.0,CartPole-v1,100000.0,0.0001,0.99,5,0
64,15.0,CartPole-v1,100000.0,0.0001,0.99,5,0
65,21.0,CartPole-v1,100000.0,0.0001,0.99,5,0
66,33.0,CartPole-v1,100000.0,0.0001,0.99,5,0
67,9.0,CartPole-v1,100000.0,0.0001,0.99,5,0
68,13.0,CartPole-v1,100000.0,0.0001,0.99,5,0
69,13.0,CartPole-v1,100000.0,0.0001,0.99,5,0
70,22.0,CartPole-v1,100000.0,0.0001,0.99,5,0
71,35.0,CartPole-v1,100000.0,0.0001,0.99,5,0
72,67.0,CartPole-v1,100000.0,0.0001,0.99,5,0
73,24.0,CartPole-v1,100000.0,0.0001,0.99,5,0
74,29.0,CartPole-v1,100000.0,0.0001,0.99,5,0
75,10.0,CartPole-v1,100000.0,0.0001,0.99,5,0
76,37.0,CartPole-v1,100000.0,0.0001,0.99,5,0
77,25.0,CartPole-v1,100000.0,0.0001,0.99,5,0
78,13.0,CartPole-v1,100000.0,0.0001,0.99,5,0
79,14.0,CartPole-v1,100000.0,0.0001,0.99,5,0
80,11.0,CartPole-v1,100000.0,0.0001,0.99,5,0
81,16.0,CartPole-v1,100000.0,0.0001,0.99,5,0
82,39.0,CartPole-v1,100000.0,0.0001,0.99,5,0
83,13.0,CartPole-v1,100000.0,0.0001,0.99,5,0
84,16.0,CartPole-v1,100000.0,0.0001,0.99,5,0
85,11.0,CartPole-v1,100000.0,0.0001,0.99,5,0
86,13.0,CartPole-v1,100000.0,0.0001,0.99,5,0
87,29.0,CartPole-v1,100000.0,0.0001,0.99,5,0
88,36.0,CartPole-v1,100000.0,0.0001,0.99,5,0
89,36.0,CartPole-v1,100000.0,0.0001,0.99,5,0
90,43.0,CartPole-v1,100000.0,0.0001,0.99,5,0
91,18.0,CartPole-v1,100000.0,0.0001,0.99,5,0
92,14.0,CartPole-v1,100000.0,0.0001,0.99,5,0
93,20.0,CartPole-v1,100000.0,0.0001,0.99,5,0
94,14.0,CartPole-v1,100000.0,0.0001,0.99,5,0
95,31.0,CartPole-v1,100000.0,0.0001,0.99,5,0
96,32.0,CartPole-v1,100000.0,0.0001,0.99,5,0
97,29.0,CartPole-v1,100000.0,0.0001,0.99,5,0
98,33.0,CartPole-v1,100000.0,0.0001,0.99,5,0
99,18.0,CartPole-v1,100000.0,0.0001,0.99,5,0
100,12.0,CartPole-v1,100000.0,0.0001,0.99,5,0
101,20.0,CartPole-v1,100000.0,0.0001,0.99,5,0
102,16.0,CartPole-v1,100000.0,0.0001,0.99,5,0
103,30.0,CartPole-v1,100000.0,0.0001,0.99,5,0
104,21.0,CartPole-v1,100000.0,0.0001,0.99,5,0
105,39.0,CartPole-v1,100000.0,0.0001,0.99,5,0
106,10.0,CartPole-v1,100000.0,0.0001,0.99,5,0
107,27.0,CartPole-v1,100000.0,0.0001,0.99,5,0
108,35.0,CartPole-v1,100000.0,0.0001,0.99,5,0
109,19.0,CartPole-v1,100000.0,0.0001,0.99,5,0
110,42.0,CartPole-v1,100000.0,0.0001,0.99,5,0
111,14.0,CartPole-v1,100000.0,0.0001,0.99,5,0
112,18.0,CartPole-v1,100000.0,0.0001,0.99,5,0
113,20.0,CartPole-v1,100000.0,0.0001,0.99,5,0
114,13.0,CartPole-v1,100000.0,0.0001,0.99,5,0
115,25.0,CartPole-v1,100000.0,0.0001,0.99,5,0
116,28.0,CartPole-v1,100000.0,0.0001,0.99,5,0
117,16.0,CartPole-v1,100000.0,0.0001,0.99,5,0
118,27.0,CartPole-v1,100000.0,0.0001,0.99,5,0
119,40.0,CartPole-v1,100000.0,0.0001,0.99,5,0
120,12.0,CartPole-v1,100000.0,0.0001,0.99,5,0
121,20.0,CartPole-v1,100000.0,0.0001,0.99,5,0
122,13.0,CartPole-v1,100000.0,0.0001,0.99,5,0
123,23.0,CartPole-v1,100000.0,0.0001,0.99,5,0
124,26.0,CartPole-v1,100000.0,0.0001,0.99,5,0
125,30.0,CartPole-v1,100000.0,0.0001,0.99,5,0
126,62.0,CartPole-v1,100000.0,0.0001,0.99,5,0
127,21.0,CartPole-v1,100000.0,0.0001,0.99,5,0
128,27.0,CartPole-v1,100000.0,0.0001,0.99,5,0
129,24.0,CartPole-v1,100000.0,0.0001,0.99,5,0
130,15.0,CartPole-v1,100000.0,0.0001,0.99,5,0
