Episode,Episode Score,Environment,Max Episodes,Learning Rate,Gamma,Seed
1,12.0,CartPole-v1,100000.0,0.0001,0.99,1
2,15.0,CartPole-v1,100000.0,0.0001,0.99,1
3,13.0,CartPole-v1,100000.0,0.0001,0.99,1
4,17.0,CartPole-v1,100000.0,0.0001,0.99,1
5,11.0,CartPole-v1,100000.0,0.0001,0.99,1
6,25.0,CartPole-v1,100000.0,0.0001,0.99,1
7,12.0,CartPole-v1,100000.0,0.0001,0.99,1
8,27.0,CartPole-v1,100000.0,0.0001,0.99,1
9,15.0,CartPole-v1,100000.0,0.0001,0.99,1
10,13.0,CartPole-v1,100000.0,0.0001,0.99,1
11,11.0,CartPole-v1,100000.0,0.0001,0.99,1
12,15.0,CartPole-v1,100000.0,0.0001,0.99,1
13,19.0,CartPole-v1,100000.0,0.0001,0.99,1
14,16.0,CartPole-v1,100000.0,0.0001,0.99,1
15,18.0,CartPole-v1,100000.0,0.0001,0.99,1
16,19.0,CartPole-v1,100000.0,0.0001,0.99,1
17,21.0,CartPole-v1,100000.0,0.0001,0.99,1
18,36.0,CartPole-v1,100000.0,0.0001,0.99,1
19,14.0,CartPole-v1,100000.0,0.0001,0.99,1
20,21.0,CartPole-v1,100000.0,0.0001,0.99,1
21,28.0,CartPole-v1,100000.0,0.0001,0.99,1
22,16.0,CartPole-v1,100000.0,0.0001,0.99,1
23,23.0,CartPole-v1,100000.0,0.0001,0.99,1
24,10.0,CartPole-v1,100000.0,0.0001,0.99,1
25,15.0,CartPole-v1,100000.0,0.0001,0.99,1
26,33.0,CartPole-v1,100000.0,0.0001,0.99,1
27,18.0,CartPole-v1,100000.0,0.0001,0.99,1
28,20.0,CartPole-v1,100000.0,0.0001,0.99,1
29,10.0,CartPole-v1,100000.0,0.0001,0.99,1
30,15.0,CartPole-v1,100000.0,0.0001,0.99,1
31,12.0,CartPole-v1,100000.0,0.0001,0.99,1
32,11.0,CartPole-v1,100000.0,0.0001,0.99,1
33,18.0,CartPole-v1,100000.0,0.0001,0.99,1
34,24.0,CartPole-v1,100000.0,0.0001,0.99,1
35,22.0,CartPole-v1,100000.0,0.0001,0.99,1
36,17.0,CartPole-v1,100000.0,0.0001,0.99,1
37,10.0,CartPole-v1,100000.0,0.0001,0.99,1
38,16.0,CartPole-v1,100000.0,0.0001,0.99,1
39,23.0,CartPole-v1,100000.0,0.0001,0.99,1
40,14.0,CartPole-v1,100000.0,0.0001,0.99,1
41,12.0,CartPole-v1,100000.0,0.0001,0.99,1
42,10.0,CartPole-v1,100000.0,0.0001,0.99,1
43,13.0,CartPole-v1,100000.0,0.0001,0.99,1
44,24.0,CartPole-v1,100000.0,0.0001,0.99,1
45,18.0,CartPole-v1,100000.0,0.0001,0.99,1
46,15.0,CartPole-v1,100000.0,0.0001,0.99,1
47,16.0,CartPole-v1,100000.0,0.0001,0.99,1
48,20.0,CartPole-v1,100000.0,0.0001,0.99,1
49,11.0,CartPole-v1,100000.0,0.0001,0.99,1
50,11.0,CartPole-v1,100000.0,0.0001,0.99,1
51,15.0,CartPole-v1,100000.0,0.0001,0.99,1
52,9.0,CartPole-v1,100000.0,0.0001,0.99,1
53,12.0,CartPole-v1,100000.0,0.0001,0.99,1
54,15.0,CartPole-v1,100000.0,0.0001,0.99,1
55,15.0,CartPole-v1,100000.0,0.0001,0.99,1
56,13.0,CartPole-v1,100000.0,0.0001,0.99,1
57,12.0,CartPole-v1,100000.0,0.0001,0.99,1
58,8.0,CartPole-v1,100000.0,0.0001,0.99,1
59,14.0,CartPole-v1,100000.0,0.0001,0.99,1
60,14.0,CartPole-v1,100000.0,0.0001,0.99,1
61,17.0,CartPole-v1,100000.0,0.0001,0.99,1
62,22.0,CartPole-v1,100000.0,0.0001,0.99,1
63,16.0,CartPole-v1,100000.0,0.0001,0.99,1
64,26.0,CartPole-v1,100000.0,0.0001,0.99,1
65,15.0,CartPole-v1,100000.0,0.0001,0.99,1
