Episode,Episode Score,Environment,Max Episodes,Learning Rate,Gamma,Hidden Layers,Seed
1,33.0,CartPole-v1,100000.0,0.0001,0.99,5,1
2,11.0,CartPole-v1,100000.0,0.0001,0.99,5,1
3,14.0,CartPole-v1,100000.0,0.0001,0.99,5,1
4,13.0,CartPole-v1,100000.0,0.0001,0.99,5,1
5,24.0,CartPole-v1,100000.0,0.0001,0.99,5,1
6,18.0,CartPole-v1,100000.0,0.0001,0.99,5,1
7,17.0,CartPole-v1,100000.0,0.0001,0.99,5,1
8,14.0,CartPole-v1,100000.0,0.0001,0.99,5,1
9,15.0,CartPole-v1,100000.0,0.0001,0.99,5,1
10,19.0,CartPole-v1,100000.0,0.0001,0.99,5,1
11,22.0,CartPole-v1,100000.0,0.0001,0.99,5,1
12,8.0,CartPole-v1,100000.0,0.0001,0.99,5,1
13,14.0,CartPole-v1,100000.0,0.0001,0.99,5,1
14,13.0,CartPole-v1,100000.0,0.0001,0.99,5,1
15,15.0,CartPole-v1,100000.0,0.0001,0.99,5,1
16,13.0,CartPole-v1,100000.0,0.0001,0.99,5,1
17,12.0,CartPole-v1,100000.0,0.0001,0.99,5,1
18,14.0,CartPole-v1,100000.0,0.0001,0.99,5,1
19,10.0,CartPole-v1,100000.0,0.0001,0.99,5,1
20,18.0,CartPole-v1,100000.0,0.0001,0.99,5,1
21,20.0,CartPole-v1,100000.0,0.0001,0.99,5,1
22,9.0,CartPole-v1,100000.0,0.0001,0.99,5,1
23,12.0,CartPole-v1,100000.0,0.0001,0.99,5,1
24,15.0,CartPole-v1,100000.0,0.0001,0.99,5,1
25,15.0,CartPole-v1,100000.0,0.0001,0.99,5,1
26,19.0,CartPole-v1,100000.0,0.0001,0.99,5,1
27,20.0,CartPole-v1,100000.0,0.0001,0.99,5,1
28,9.0,CartPole-v1,100000.0,0.0001,0.99,5,1
29,21.0,CartPole-v1,100000.0,0.0001,0.99,5,1
30,41.0,CartPole-v1,100000.0,0.0001,0.99,5,1
31,20.0,CartPole-v1,100000.0,0.0001,0.99,5,1
32,11.0,CartPole-v1,100000.0,0.0001,0.99,5,1
33,10.0,CartPole-v1,100000.0,0.0001,0.99,5,1
34,10.0,CartPole-v1,100000.0,0.0001,0.99,5,1
35,21.0,CartPole-v1,100000.0,0.0001,0.99,5,1
36,9.0,CartPole-v1,100000.0,0.0001,0.99,5,1
37,12.0,CartPole-v1,100000.0,0.0001,0.99,5,1
38,20.0,CartPole-v1,100000.0,0.0001,0.99,5,1
39,17.0,CartPole-v1,100000.0,0.0001,0.99,5,1
40,15.0,CartPole-v1,100000.0,0.0001,0.99,5,1
41,33.0,CartPole-v1,100000.0,0.0001,0.99,5,1
42,15.0,CartPole-v1,100000.0,0.0001,0.99,5,1
43,41.0,CartPole-v1,100000.0,0.0001,0.99,5,1
44,15.0,CartPole-v1,100000.0,0.0001,0.99,5,1
45,12.0,CartPole-v1,100000.0,0.0001,0.99,5,1
46,22.0,CartPole-v1,100000.0,0.0001,0.99,5,1
47,13.0,CartPole-v1,100000.0,0.0001,0.99,5,1
48,14.0,CartPole-v1,100000.0,0.0001,0.99,5,1
49,25.0,CartPole-v1,100000.0,0.0001,0.99,5,1
50,23.0,CartPole-v1,100000.0,0.0001,0.99,5,1
51,12.0,CartPole-v1,100000.0,0.0001,0.99,5,1
52,21.0,CartPole-v1,100000.0,0.0001,0.99,5,1
53,14.0,CartPole-v1,100000.0,0.0001,0.99,5,1
54,11.0,CartPole-v1,100000.0,0.0001,0.99,5,1
55,9.0,CartPole-v1,100000.0,0.0001,0.99,5,1
56,9.0,CartPole-v1,100000.0,0.0001,0.99,5,1
57,50.0,CartPole-v1,100000.0,0.0001,0.99,5,1
58,16.0,CartPole-v1,100000.0,0.0001,0.99,5,1
59,18.0,CartPole-v1,100000.0,0.0001,0.99,5,1
60,25.0,CartPole-v1,100000.0,0.0001,0.99,5,1
61,12.0,CartPole-v1,100000.0,0.0001,0.99,5,1
62,15.0,CartPole-v1,100000.0,0.0001,0.99,5,1
63,12.0,CartPole-v1,100000.0,0.0001,0.99,5,1
64,37.0,CartPole-v1,100000.0,0.0001,0.99,5,1
65,32.0,CartPole-v1,100000.0,0.0001,0.99,5,1
66,22.0,CartPole-v1,100000.0,0.0001,0.99,5,1
67,17.0,CartPole-v1,100000.0,0.0001,0.99,5,1
68,20.0,CartPole-v1,100000.0,0.0001,0.99,5,1
69,12.0,CartPole-v1,100000.0,0.0001,0.99,5,1
70,12.0,CartPole-v1,100000.0,0.0001,0.99,5,1
71,28.0,CartPole-v1,100000.0,0.0001,0.99,5,1
72,16.0,CartPole-v1,100000.0,0.0001,0.99,5,1
73,14.0,CartPole-v1,100000.0,0.0001,0.99,5,1
74,11.0,CartPole-v1,100000.0,0.0001,0.99,5,1
75,9.0,CartPole-v1,100000.0,0.0001,0.99,5,1
76,14.0,CartPole-v1,100000.0,0.0001,0.99,5,1
77,27.0,CartPole-v1,100000.0,0.0001,0.99,5,1
78,14.0,CartPole-v1,100000.0,0.0001,0.99,5,1
79,14.0,CartPole-v1,100000.0,0.0001,0.99,5,1
80,25.0,CartPole-v1,100000.0,0.0001,0.99,5,1
81,14.0,CartPole-v1,100000.0,0.0001,0.99,5,1
82,10.0,CartPole-v1,100000.0,0.0001,0.99,5,1
83,10.0,CartPole-v1,100000.0,0.0001,0.99,5,1
84,49.0,CartPole-v1,100000.0,0.0001,0.99,5,1
85,18.0,CartPole-v1,100000.0,0.0001,0.99,5,1
86,11.0,CartPole-v1,100000.0,0.0001,0.99,5,1
87,47.0,CartPole-v1,100000.0,0.0001,0.99,5,1
88,22.0,CartPole-v1,100000.0,0.0001,0.99,5,1
89,13.0,CartPole-v1,100000.0,0.0001,0.99,5,1
90,11.0,CartPole-v1,100000.0,0.0001,0.99,5,1
91,17.0,CartPole-v1,100000.0,0.0001,0.99,5,1
92,20.0,CartPole-v1,100000.0,0.0001,0.99,5,1
93,17.0,CartPole-v1,100000.0,0.0001,0.99,5,1
94,12.0,CartPole-v1,100000.0,0.0001,0.99,5,1
95,20.0,CartPole-v1,100000.0,0.0001,0.99,5,1
96,9.0,CartPole-v1,100000.0,0.0001,0.99,5,1
97,22.0,CartPole-v1,100000.0,0.0001,0.99,5,1
98,18.0,CartPole-v1,100000.0,0.0001,0.99,5,1
99,13.0,CartPole-v1,100000.0,0.0001,0.99,5,1
100,26.0,CartPole-v1,100000.0,0.0001,0.99,5,1
101,10.0,CartPole-v1,100000.0,0.0001,0.99,5,1
102,10.0,CartPole-v1,100000.0,0.0001,0.99,5,1
103,14.0,CartPole-v1,100000.0,0.0001,0.99,5,1
104,13.0,CartPole-v1,100000.0,0.0001,0.99,5,1
105,17.0,CartPole-v1,100000.0,0.0001,0.99,5,1
106,13.0,CartPole-v1,100000.0,0.0001,0.99,5,1
107,14.0,CartPole-v1,100000.0,0.0001,0.99,5,1
108,11.0,CartPole-v1,100000.0,0.0001,0.99,5,1
109,14.0,CartPole-v1,100000.0,0.0001,0.99,5,1
110,10.0,CartPole-v1,100000.0,0.0001,0.99,5,1
111,20.0,CartPole-v1,100000.0,0.0001,0.99,5,1
112,13.0,CartPole-v1,100000.0,0.0001,0.99,5,1
113,19.0,CartPole-v1,100000.0,0.0001,0.99,5,1
114,10.0,CartPole-v1,100000.0,0.0001,0.99,5,1
115,11.0,CartPole-v1,100000.0,0.0001,0.99,5,1
116,13.0,CartPole-v1,100000.0,0.0001,0.99,5,1
117,17.0,CartPole-v1,100000.0,0.0001,0.99,5,1
118,22.0,CartPole-v1,100000.0,0.0001,0.99,5,1
119,21.0,CartPole-v1,100000.0,0.0001,0.99,5,1
120,17.0,CartPole-v1,100000.0,0.0001,0.99,5,1
121,25.0,CartPole-v1,100000.0,0.0001,0.99,5,1
122,16.0,CartPole-v1,100000.0,0.0001,0.99,5,1
123,14.0,CartPole-v1,100000.0,0.0001,0.99,5,1
124,9.0,CartPole-v1,100000.0,0.0001,0.99,5,1
125,18.0,CartPole-v1,100000.0,0.0001,0.99,5,1
126,19.0,CartPole-v1,100000.0,0.0001,0.99,5,1
127,17.0,CartPole-v1,100000.0,0.0001,0.99,5,1
128,28.0,CartPole-v1,100000.0,0.0001,0.99,5,1
129,16.0,CartPole-v1,100000.0,0.0001,0.99,5,1
130,30.0,CartPole-v1,100000.0,0.0001,0.99,5,1
131,18.0,CartPole-v1,100000.0,0.0001,0.99,5,1
132,9.0,CartPole-v1,100000.0,0.0001,0.99,5,1
133,13.0,CartPole-v1,100000.0,0.0001,0.99,5,1
134,11.0,CartPole-v1,100000.0,0.0001,0.99,5,1
135,13.0,CartPole-v1,100000.0,0.0001,0.99,5,1
136,16.0,CartPole-v1,100000.0,0.0001,0.99,5,1
137,11.0,CartPole-v1,100000.0,0.0001,0.99,5,1
138,20.0,CartPole-v1,100000.0,0.0001,0.99,5,1
139,36.0,CartPole-v1,100000.0,0.0001,0.99,5,1
140,32.0,CartPole-v1,100000.0,0.0001,0.99,5,1
141,11.0,CartPole-v1,100000.0,0.0001,0.99,5,1
142,12.0,CartPole-v1,100000.0,0.0001,0.99,5,1
143,13.0,CartPole-v1,100000.0,0.0001,0.99,5,1
144,38.0,CartPole-v1,100000.0,0.0001,0.99,5,1
145,23.0,CartPole-v1,100000.0,0.0001,0.99,5,1
146,12.0,CartPole-v1,100000.0,0.0001,0.99,5,1
147,29.0,CartPole-v1,100000.0,0.0001,0.99,5,1
148,13.0,CartPole-v1,100000.0,0.0001,0.99,5,1
149,20.0,CartPole-v1,100000.0,0.0001,0.99,5,1
150,15.0,CartPole-v1,100000.0,0.0001,0.99,5,1
151,28.0,CartPole-v1,100000.0,0.0001,0.99,5,1
152,13.0,CartPole-v1,100000.0,0.0001,0.99,5,1
153,30.0,CartPole-v1,100000.0,0.0001,0.99,5,1
154,9.0,CartPole-v1,100000.0,0.0001,0.99,5,1
155,21.0,CartPole-v1,100000.0,0.0001,0.99,5,1
156,19.0,CartPole-v1,100000.0,0.0001,0.99,5,1
157,15.0,CartPole-v1,100000.0,0.0001,0.99,5,1
158,27.0,CartPole-v1,100000.0,0.0001,0.99,5,1
159,28.0,CartPole-v1,100000.0,0.0001,0.99,5,1
160,21.0,CartPole-v1,100000.0,0.0001,0.99,5,1
161,11.0,CartPole-v1,100000.0,0.0001,0.99,5,1
162,12.0,CartPole-v1,100000.0,0.0001,0.99,5,1
163,16.0,CartPole-v1,100000.0,0.0001,0.99,5,1
164,9.0,CartPole-v1,100000.0,0.0001,0.99,5,1
165,38.0,CartPole-v1,100000.0,0.0001,0.99,5,1
166,17.0,CartPole-v1,100000.0,0.0001,0.99,5,1
167,28.0,CartPole-v1,100000.0,0.0001,0.99,5,1
168,18.0,CartPole-v1,100000.0,0.0001,0.99,5,1
169,12.0,CartPole-v1,100000.0,0.0001,0.99,5,1
170,15.0,CartPole-v1,100000.0,0.0001,0.99,5,1
171,28.0,CartPole-v1,100000.0,0.0001,0.99,5,1
172,18.0,CartPole-v1,100000.0,0.0001,0.99,5,1
173,16.0,CartPole-v1,100000.0,0.0001,0.99,5,1
174,12.0,CartPole-v1,100000.0,0.0001,0.99,5,1
175,24.0,CartPole-v1,100000.0,0.0001,0.99,5,1
176,18.0,CartPole-v1,100000.0,0.0001,0.99,5,1
177,19.0,CartPole-v1,100000.0,0.0001,0.99,5,1
178,20.0,CartPole-v1,100000.0,0.0001,0.99,5,1
179,22.0,CartPole-v1,100000.0,0.0001,0.99,5,1
180,18.0,CartPole-v1,100000.0,0.0001,0.99,5,1
181,28.0,CartPole-v1,100000.0,0.0001,0.99,5,1
182,17.0,CartPole-v1,100000.0,0.0001,0.99,5,1
183,14.0,CartPole-v1,100000.0,0.0001,0.99,5,1
184,19.0,CartPole-v1,100000.0,0.0001,0.99,5,1
185,12.0,CartPole-v1,100000.0,0.0001,0.99,5,1
186,20.0,CartPole-v1,100000.0,0.0001,0.99,5,1
187,10.0,CartPole-v1,100000.0,0.0001,0.99,5,1
188,13.0,CartPole-v1,100000.0,0.0001,0.99,5,1
189,12.0,CartPole-v1,100000.0,0.0001,0.99,5,1
190,24.0,CartPole-v1,100000.0,0.0001,0.99,5,1
191,16.0,CartPole-v1,100000.0,0.0001,0.99,5,1
192,13.0,CartPole-v1,100000.0,0.0001,0.99,5,1
193,17.0,CartPole-v1,100000.0,0.0001,0.99,5,1
194,17.0,CartPole-v1,100000.0,0.0001,0.99,5,1
195,22.0,CartPole-v1,100000.0,0.0001,0.99,5,1
196,16.0,CartPole-v1,100000.0,0.0001,0.99,5,1
197,9.0,CartPole-v1,100000.0,0.0001,0.99,5,1
198,9.0,CartPole-v1,100000.0,0.0001,0.99,5,1
199,10.0,CartPole-v1,100000.0,0.0001,0.99,5,1
200,24.0,CartPole-v1,100000.0,0.0001,0.99,5,1
201,16.0,CartPole-v1,100000.0,0.0001,0.99,5,1
202,13.0,CartPole-v1,100000.0,0.0001,0.99,5,1
