Episode,Episode Score,Environment,Max Episodes,Learning Rate,Gamma,Seed
1,13.0,CartPole-v1,100000.0,0.0001,0.99,8
2,24.0,CartPole-v1,100000.0,0.0001,0.99,8
3,16.0,CartPole-v1,100000.0,0.0001,0.99,8
4,19.0,CartPole-v1,100000.0,0.0001,0.99,8
5,15.0,CartPole-v1,100000.0,0.0001,0.99,8
6,10.0,CartPole-v1,100000.0,0.0001,0.99,8
7,12.0,CartPole-v1,100000.0,0.0001,0.99,8
8,16.0,CartPole-v1,100000.0,0.0001,0.99,8
9,26.0,CartPole-v1,100000.0,0.0001,0.99,8
10,35.0,CartPole-v1,100000.0,0.0001,0.99,8
11,18.0,CartPole-v1,100000.0,0.0001,0.99,8
12,22.0,CartPole-v1,100000.0,0.0001,0.99,8
13,10.0,CartPole-v1,100000.0,0.0001,0.99,8
14,14.0,CartPole-v1,100000.0,0.0001,0.99,8
15,18.0,CartPole-v1,100000.0,0.0001,0.99,8
16,12.0,CartPole-v1,100000.0,0.0001,0.99,8
17,29.0,CartPole-v1,100000.0,0.0001,0.99,8
18,42.0,CartPole-v1,100000.0,0.0001,0.99,8
19,16.0,CartPole-v1,100000.0,0.0001,0.99,8
20,12.0,CartPole-v1,100000.0,0.0001,0.99,8
21,13.0,CartPole-v1,100000.0,0.0001,0.99,8
22,39.0,CartPole-v1,100000.0,0.0001,0.99,8
23,14.0,CartPole-v1,100000.0,0.0001,0.99,8
24,10.0,CartPole-v1,100000.0,0.0001,0.99,8
25,26.0,CartPole-v1,100000.0,0.0001,0.99,8
26,12.0,CartPole-v1,100000.0,0.0001,0.99,8
27,13.0,CartPole-v1,100000.0,0.0001,0.99,8
28,30.0,CartPole-v1,100000.0,0.0001,0.99,8
29,11.0,CartPole-v1,100000.0,0.0001,0.99,8
30,14.0,CartPole-v1,100000.0,0.0001,0.99,8
31,14.0,CartPole-v1,100000.0,0.0001,0.99,8
32,34.0,CartPole-v1,100000.0,0.0001,0.99,8
33,17.0,CartPole-v1,100000.0,0.0001,0.99,8
34,15.0,CartPole-v1,100000.0,0.0001,0.99,8
35,35.0,CartPole-v1,100000.0,0.0001,0.99,8
36,20.0,CartPole-v1,100000.0,0.0001,0.99,8
37,28.0,CartPole-v1,100000.0,0.0001,0.99,8
38,11.0,CartPole-v1,100000.0,0.0001,0.99,8
39,40.0,CartPole-v1,100000.0,0.0001,0.99,8
40,11.0,CartPole-v1,100000.0,0.0001,0.99,8
41,14.0,CartPole-v1,100000.0,0.0001,0.99,8
42,28.0,CartPole-v1,100000.0,0.0001,0.99,8
43,24.0,CartPole-v1,100000.0,0.0001,0.99,8
44,18.0,CartPole-v1,100000.0,0.0001,0.99,8
45,8.0,CartPole-v1,100000.0,0.0001,0.99,8
46,14.0,CartPole-v1,100000.0,0.0001,0.99,8
47,13.0,CartPole-v1,100000.0,0.0001,0.99,8
