Episode,Episode Score,Environment,Max Episodes,Learning Rate,Gamma,Hidden Layers,Seed
1,14.0,CartPole-v1,100000.0,0.0001,0.99,5,6
2,25.0,CartPole-v1,100000.0,0.0001,0.99,5,6
3,11.0,CartPole-v1,100000.0,0.0001,0.99,5,6
4,11.0,CartPole-v1,100000.0,0.0001,0.99,5,6
5,16.0,CartPole-v1,100000.0,0.0001,0.99,5,6
6,12.0,CartPole-v1,100000.0,0.0001,0.99,5,6
7,8.0,CartPole-v1,100000.0,0.0001,0.99,5,6
8,11.0,CartPole-v1,100000.0,0.0001,0.99,5,6
9,16.0,CartPole-v1,100000.0,0.0001,0.99,5,6
10,11.0,CartPole-v1,100000.0,0.0001,0.99,5,6
11,12.0,CartPole-v1,100000.0,0.0001,0.99,5,6
12,15.0,CartPole-v1,100000.0,0.0001,0.99,5,6
13,17.0,CartPole-v1,100000.0,0.0001,0.99,5,6
14,13.0,CartPole-v1,100000.0,0.0001,0.99,5,6
15,11.0,CartPole-v1,100000.0,0.0001,0.99,5,6
16,11.0,CartPole-v1,100000.0,0.0001,0.99,5,6
17,14.0,CartPole-v1,100000.0,0.0001,0.99,5,6
18,15.0,CartPole-v1,100000.0,0.0001,0.99,5,6
19,17.0,CartPole-v1,100000.0,0.0001,0.99,5,6
20,11.0,CartPole-v1,100000.0,0.0001,0.99,5,6
21,16.0,CartPole-v1,100000.0,0.0001,0.99,5,6
22,13.0,CartPole-v1,100000.0,0.0001,0.99,5,6
23,13.0,CartPole-v1,100000.0,0.0001,0.99,5,6
24,13.0,CartPole-v1,100000.0,0.0001,0.99,5,6
25,38.0,CartPole-v1,100000.0,0.0001,0.99,5,6
26,12.0,CartPole-v1,100000.0,0.0001,0.99,5,6
27,23.0,CartPole-v1,100000.0,0.0001,0.99,5,6
28,9.0,CartPole-v1,100000.0,0.0001,0.99,5,6
29,26.0,CartPole-v1,100000.0,0.0001,0.99,5,6
30,11.0,CartPole-v1,100000.0,0.0001,0.99,5,6
31,12.0,CartPole-v1,100000.0,0.0001,0.99,5,6
32,11.0,CartPole-v1,100000.0,0.0001,0.99,5,6
33,9.0,CartPole-v1,100000.0,0.0001,0.99,5,6
34,10.0,CartPole-v1,100000.0,0.0001,0.99,5,6
35,12.0,CartPole-v1,100000.0,0.0001,0.99,5,6
36,10.0,CartPole-v1,100000.0,0.0001,0.99,5,6
37,10.0,CartPole-v1,100000.0,0.0001,0.99,5,6
38,10.0,CartPole-v1,100000.0,0.0001,0.99,5,6
39,9.0,CartPole-v1,100000.0,0.0001,0.99,5,6
40,17.0,CartPole-v1,100000.0,0.0001,0.99,5,6
41,15.0,CartPole-v1,100000.0,0.0001,0.99,5,6
42,21.0,CartPole-v1,100000.0,0.0001,0.99,5,6
43,20.0,CartPole-v1,100000.0,0.0001,0.99,5,6
44,12.0,CartPole-v1,100000.0,0.0001,0.99,5,6
45,14.0,CartPole-v1,100000.0,0.0001,0.99,5,6
46,12.0,CartPole-v1,100000.0,0.0001,0.99,5,6
47,11.0,CartPole-v1,100000.0,0.0001,0.99,5,6
48,11.0,CartPole-v1,100000.0,0.0001,0.99,5,6
49,12.0,CartPole-v1,100000.0,0.0001,0.99,5,6
50,16.0,CartPole-v1,100000.0,0.0001,0.99,5,6
51,14.0,CartPole-v1,100000.0,0.0001,0.99,5,6
52,13.0,CartPole-v1,100000.0,0.0001,0.99,5,6
53,13.0,CartPole-v1,100000.0,0.0001,0.99,5,6
54,34.0,CartPole-v1,100000.0,0.0001,0.99,5,6
55,14.0,CartPole-v1,100000.0,0.0001,0.99,5,6
56,9.0,CartPole-v1,100000.0,0.0001,0.99,5,6
57,11.0,CartPole-v1,100000.0,0.0001,0.99,5,6
58,13.0,CartPole-v1,100000.0,0.0001,0.99,5,6
59,10.0,CartPole-v1,100000.0,0.0001,0.99,5,6
60,14.0,CartPole-v1,100000.0,0.0001,0.99,5,6
61,13.0,CartPole-v1,100000.0,0.0001,0.99,5,6
62,9.0,CartPole-v1,100000.0,0.0001,0.99,5,6
63,12.0,CartPole-v1,100000.0,0.0001,0.99,5,6
64,16.0,CartPole-v1,100000.0,0.0001,0.99,5,6
65,10.0,CartPole-v1,100000.0,0.0001,0.99,5,6
66,10.0,CartPole-v1,100000.0,0.0001,0.99,5,6
67,31.0,CartPole-v1,100000.0,0.0001,0.99,5,6
68,19.0,CartPole-v1,100000.0,0.0001,0.99,5,6
69,12.0,CartPole-v1,100000.0,0.0001,0.99,5,6
70,20.0,CartPole-v1,100000.0,0.0001,0.99,5,6
71,12.0,CartPole-v1,100000.0,0.0001,0.99,5,6
72,15.0,CartPole-v1,100000.0,0.0001,0.99,5,6
73,27.0,CartPole-v1,100000.0,0.0001,0.99,5,6
74,13.0,CartPole-v1,100000.0,0.0001,0.99,5,6
75,12.0,CartPole-v1,100000.0,0.0001,0.99,5,6
76,19.0,CartPole-v1,100000.0,0.0001,0.99,5,6
77,9.0,CartPole-v1,100000.0,0.0001,0.99,5,6
