Episode,Episode Score,Environment,Max Episodes,Learning Rate,Gamma,Hidden Layers,Seed
1,22.0,CartPole-v1,100000.0,0.0001,0.99,5,5
2,10.0,CartPole-v1,100000.0,0.0001,0.99,5,5
3,13.0,CartPole-v1,100000.0,0.0001,0.99,5,5
4,11.0,CartPole-v1,100000.0,0.0001,0.99,5,5
5,10.0,CartPole-v1,100000.0,0.0001,0.99,5,5
6,18.0,CartPole-v1,100000.0,0.0001,0.99,5,5
7,17.0,CartPole-v1,100000.0,0.0001,0.99,5,5
8,18.0,CartPole-v1,100000.0,0.0001,0.99,5,5
9,12.0,CartPole-v1,100000.0,0.0001,0.99,5,5
10,25.0,CartPole-v1,100000.0,0.0001,0.99,5,5
11,12.0,CartPole-v1,100000.0,0.0001,0.99,5,5
12,11.0,CartPole-v1,100000.0,0.0001,0.99,5,5
13,41.0,CartPole-v1,100000.0,0.0001,0.99,5,5
14,18.0,CartPole-v1,100000.0,0.0001,0.99,5,5
15,24.0,CartPole-v1,100000.0,0.0001,0.99,5,5
16,20.0,CartPole-v1,100000.0,0.0001,0.99,5,5
17,38.0,CartPole-v1,100000.0,0.0001,0.99,5,5
18,14.0,CartPole-v1,100000.0,0.0001,0.99,5,5
19,16.0,CartPole-v1,100000.0,0.0001,0.99,5,5
20,20.0,CartPole-v1,100000.0,0.0001,0.99,5,5
21,18.0,CartPole-v1,100000.0,0.0001,0.99,5,5
22,15.0,CartPole-v1,100000.0,0.0001,0.99,5,5
23,19.0,CartPole-v1,100000.0,0.0001,0.99,5,5
24,25.0,CartPole-v1,100000.0,0.0001,0.99,5,5
25,41.0,CartPole-v1,100000.0,0.0001,0.99,5,5
26,11.0,CartPole-v1,100000.0,0.0001,0.99,5,5
27,9.0,CartPole-v1,100000.0,0.0001,0.99,5,5
28,18.0,CartPole-v1,100000.0,0.0001,0.99,5,5
29,15.0,CartPole-v1,100000.0,0.0001,0.99,5,5
30,11.0,CartPole-v1,100000.0,0.0001,0.99,5,5
31,34.0,CartPole-v1,100000.0,0.0001,0.99,5,5
32,28.0,CartPole-v1,100000.0,0.0001,0.99,5,5
33,16.0,CartPole-v1,100000.0,0.0001,0.99,5,5
34,18.0,CartPole-v1,100000.0,0.0001,0.99,5,5
35,9.0,CartPole-v1,100000.0,0.0001,0.99,5,5
36,37.0,CartPole-v1,100000.0,0.0001,0.99,5,5
37,11.0,CartPole-v1,100000.0,0.0001,0.99,5,5
38,52.0,CartPole-v1,100000.0,0.0001,0.99,5,5
39,20.0,CartPole-v1,100000.0,0.0001,0.99,5,5
40,25.0,CartPole-v1,100000.0,0.0001,0.99,5,5
41,11.0,CartPole-v1,100000.0,0.0001,0.99,5,5
42,16.0,CartPole-v1,100000.0,0.0001,0.99,5,5
43,11.0,CartPole-v1,100000.0,0.0001,0.99,5,5
44,9.0,CartPole-v1,100000.0,0.0001,0.99,5,5
45,16.0,CartPole-v1,100000.0,0.0001,0.99,5,5
46,17.0,CartPole-v1,100000.0,0.0001,0.99,5,5
47,9.0,CartPole-v1,100000.0,0.0001,0.99,5,5
48,26.0,CartPole-v1,100000.0,0.0001,0.99,5,5
49,20.0,CartPole-v1,100000.0,0.0001,0.99,5,5
50,32.0,CartPole-v1,100000.0,0.0001,0.99,5,5
51,11.0,CartPole-v1,100000.0,0.0001,0.99,5,5
52,13.0,CartPole-v1,100000.0,0.0001,0.99,5,5
53,14.0,CartPole-v1,100000.0,0.0001,0.99,5,5
54,12.0,CartPole-v1,100000.0,0.0001,0.99,5,5
55,16.0,CartPole-v1,100000.0,0.0001,0.99,5,5
56,17.0,CartPole-v1,100000.0,0.0001,0.99,5,5
57,15.0,CartPole-v1,100000.0,0.0001,0.99,5,5
58,14.0,CartPole-v1,100000.0,0.0001,0.99,5,5
59,13.0,CartPole-v1,100000.0,0.0001,0.99,5,5
60,15.0,CartPole-v1,100000.0,0.0001,0.99,5,5
61,32.0,CartPole-v1,100000.0,0.0001,0.99,5,5
62,25.0,CartPole-v1,100000.0,0.0001,0.99,5,5
63,18.0,CartPole-v1,100000.0,0.0001,0.99,5,5
64,22.0,CartPole-v1,100000.0,0.0001,0.99,5,5
65,9.0,CartPole-v1,100000.0,0.0001,0.99,5,5
66,17.0,CartPole-v1,100000.0,0.0001,0.99,5,5
67,9.0,CartPole-v1,100000.0,0.0001,0.99,5,5
68,11.0,CartPole-v1,100000.0,0.0001,0.99,5,5
69,12.0,CartPole-v1,100000.0,0.0001,0.99,5,5
70,14.0,CartPole-v1,100000.0,0.0001,0.99,5,5
71,29.0,CartPole-v1,100000.0,0.0001,0.99,5,5
72,16.0,CartPole-v1,100000.0,0.0001,0.99,5,5
73,16.0,CartPole-v1,100000.0,0.0001,0.99,5,5
74,10.0,CartPole-v1,100000.0,0.0001,0.99,5,5
75,15.0,CartPole-v1,100000.0,0.0001,0.99,5,5
76,22.0,CartPole-v1,100000.0,0.0001,0.99,5,5
77,15.0,CartPole-v1,100000.0,0.0001,0.99,5,5
78,19.0,CartPole-v1,100000.0,0.0001,0.99,5,5
79,19.0,CartPole-v1,100000.0,0.0001,0.99,5,5
80,19.0,CartPole-v1,100000.0,0.0001,0.99,5,5
81,11.0,CartPole-v1,100000.0,0.0001,0.99,5,5
82,16.0,CartPole-v1,100000.0,0.0001,0.99,5,5
83,19.0,CartPole-v1,100000.0,0.0001,0.99,5,5
84,14.0,CartPole-v1,100000.0,0.0001,0.99,5,5
85,26.0,CartPole-v1,100000.0,0.0001,0.99,5,5
86,28.0,CartPole-v1,100000.0,0.0001,0.99,5,5
87,26.0,CartPole-v1,100000.0,0.0001,0.99,5,5
88,12.0,CartPole-v1,100000.0,0.0001,0.99,5,5
89,10.0,CartPole-v1,100000.0,0.0001,0.99,5,5
90,17.0,CartPole-v1,100000.0,0.0001,0.99,5,5
91,14.0,CartPole-v1,100000.0,0.0001,0.99,5,5
92,22.0,CartPole-v1,100000.0,0.0001,0.99,5,5
93,23.0,CartPole-v1,100000.0,0.0001,0.99,5,5
94,30.0,CartPole-v1,100000.0,0.0001,0.99,5,5
95,17.0,CartPole-v1,100000.0,0.0001,0.99,5,5
96,20.0,CartPole-v1,100000.0,0.0001,0.99,5,5
97,13.0,CartPole-v1,100000.0,0.0001,0.99,5,5
98,15.0,CartPole-v1,100000.0,0.0001,0.99,5,5
99,14.0,CartPole-v1,100000.0,0.0001,0.99,5,5
100,13.0,CartPole-v1,100000.0,0.0001,0.99,5,5
101,11.0,CartPole-v1,100000.0,0.0001,0.99,5,5
102,22.0,CartPole-v1,100000.0,0.0001,0.99,5,5
103,14.0,CartPole-v1,100000.0,0.0001,0.99,5,5
104,25.0,CartPole-v1,100000.0,0.0001,0.99,5,5
105,9.0,CartPole-v1,100000.0,0.0001,0.99,5,5
106,33.0,CartPole-v1,100000.0,0.0001,0.99,5,5
107,11.0,CartPole-v1,100000.0,0.0001,0.99,5,5
108,37.0,CartPole-v1,100000.0,0.0001,0.99,5,5
109,12.0,CartPole-v1,100000.0,0.0001,0.99,5,5
110,15.0,CartPole-v1,100000.0,0.0001,0.99,5,5
111,32.0,CartPole-v1,100000.0,0.0001,0.99,5,5
112,12.0,CartPole-v1,100000.0,0.0001,0.99,5,5
113,30.0,CartPole-v1,100000.0,0.0001,0.99,5,5
114,21.0,CartPole-v1,100000.0,0.0001,0.99,5,5
115,33.0,CartPole-v1,100000.0,0.0001,0.99,5,5
116,16.0,CartPole-v1,100000.0,0.0001,0.99,5,5
117,36.0,CartPole-v1,100000.0,0.0001,0.99,5,5
118,22.0,CartPole-v1,100000.0,0.0001,0.99,5,5
119,32.0,CartPole-v1,100000.0,0.0001,0.99,5,5
120,18.0,CartPole-v1,100000.0,0.0001,0.99,5,5
121,14.0,CartPole-v1,100000.0,0.0001,0.99,5,5
122,38.0,CartPole-v1,100000.0,0.0001,0.99,5,5
123,11.0,CartPole-v1,100000.0,0.0001,0.99,5,5
124,24.0,CartPole-v1,100000.0,0.0001,0.99,5,5
125,12.0,CartPole-v1,100000.0,0.0001,0.99,5,5
126,9.0,CartPole-v1,100000.0,0.0001,0.99,5,5
127,44.0,CartPole-v1,100000.0,0.0001,0.99,5,5
128,16.0,CartPole-v1,100000.0,0.0001,0.99,5,5
129,29.0,CartPole-v1,100000.0,0.0001,0.99,5,5
130,32.0,CartPole-v1,100000.0,0.0001,0.99,5,5
131,10.0,CartPole-v1,100000.0,0.0001,0.99,5,5
132,27.0,CartPole-v1,100000.0,0.0001,0.99,5,5
133,18.0,CartPole-v1,100000.0,0.0001,0.99,5,5
134,54.0,CartPole-v1,100000.0,0.0001,0.99,5,5
135,20.0,CartPole-v1,100000.0,0.0001,0.99,5,5
136,12.0,CartPole-v1,100000.0,0.0001,0.99,5,5
137,22.0,CartPole-v1,100000.0,0.0001,0.99,5,5
138,12.0,CartPole-v1,100000.0,0.0001,0.99,5,5
139,44.0,CartPole-v1,100000.0,0.0001,0.99,5,5
140,27.0,CartPole-v1,100000.0,0.0001,0.99,5,5
141,19.0,CartPole-v1,100000.0,0.0001,0.99,5,5
142,28.0,CartPole-v1,100000.0,0.0001,0.99,5,5
143,25.0,CartPole-v1,100000.0,0.0001,0.99,5,5
144,30.0,CartPole-v1,100000.0,0.0001,0.99,5,5
145,14.0,CartPole-v1,100000.0,0.0001,0.99,5,5
146,39.0,CartPole-v1,100000.0,0.0001,0.99,5,5
147,18.0,CartPole-v1,100000.0,0.0001,0.99,5,5
148,20.0,CartPole-v1,100000.0,0.0001,0.99,5,5
149,18.0,CartPole-v1,100000.0,0.0001,0.99,5,5
150,15.0,CartPole-v1,100000.0,0.0001,0.99,5,5
151,71.0,CartPole-v1,100000.0,0.0001,0.99,5,5
152,20.0,CartPole-v1,100000.0,0.0001,0.99,5,5
153,17.0,CartPole-v1,100000.0,0.0001,0.99,5,5
154,21.0,CartPole-v1,100000.0,0.0001,0.99,5,5
155,20.0,CartPole-v1,100000.0,0.0001,0.99,5,5
156,22.0,CartPole-v1,100000.0,0.0001,0.99,5,5
