Episode,Episode Score,Environment,Max Episodes,Learning Rate,Gamma,Hidden Layers,Seed
1,12.0,CartPole-v1,100000.0,0.0001,0.99,5,0
2,17.0,CartPole-v1,100000.0,0.0001,0.99,5,0
3,16.0,CartPole-v1,100000.0,0.0001,0.99,5,0
4,12.0,CartPole-v1,100000.0,0.0001,0.99,5,0
5,15.0,CartPole-v1,100000.0,0.0001,0.99,5,0
6,23.0,CartPole-v1,100000.0,0.0001,0.99,5,0
7,26.0,CartPole-v1,100000.0,0.0001,0.99,5,0
8,17.0,CartPole-v1,100000.0,0.0001,0.99,5,0
9,18.0,CartPole-v1,100000.0,0.0001,0.99,5,0
10,17.0,CartPole-v1,100000.0,0.0001,0.99,5,0
11,45.0,CartPole-v1,100000.0,0.0001,0.99,5,0
12,14.0,CartPole-v1,100000.0,0.0001,0.99,5,0
13,78.0,CartPole-v1,100000.0,0.0001,0.99,5,0
14,21.0,CartPole-v1,100000.0,0.0001,0.99,5,0
15,41.0,CartPole-v1,100000.0,0.0001,0.99,5,0
16,14.0,CartPole-v1,100000.0,0.0001,0.99,5,0
17,15.0,CartPole-v1,100000.0,0.0001,0.99,5,0
18,19.0,CartPole-v1,100000.0,0.0001,0.99,5,0
19,18.0,CartPole-v1,100000.0,0.0001,0.99,5,0
20,33.0,CartPole-v1,100000.0,0.0001,0.99,5,0
21,8.0,CartPole-v1,100000.0,0.0001,0.99,5,0
22,10.0,CartPole-v1,100000.0,0.0001,0.99,5,0
23,45.0,CartPole-v1,100000.0,0.0001,0.99,5,0
24,19.0,CartPole-v1,100000.0,0.0001,0.99,5,0
25,17.0,CartPole-v1,100000.0,0.0001,0.99,5,0
26,16.0,CartPole-v1,100000.0,0.0001,0.99,5,0
27,33.0,CartPole-v1,100000.0,0.0001,0.99,5,0
28,10.0,CartPole-v1,100000.0,0.0001,0.99,5,0
29,33.0,CartPole-v1,100000.0,0.0001,0.99,5,0
30,11.0,CartPole-v1,100000.0,0.0001,0.99,5,0
31,39.0,CartPole-v1,100000.0,0.0001,0.99,5,0
32,100.0,CartPole-v1,100000.0,0.0001,0.99,5,0
33,16.0,CartPole-v1,100000.0,0.0001,0.99,5,0
34,19.0,CartPole-v1,100000.0,0.0001,0.99,5,0
35,30.0,CartPole-v1,100000.0,0.0001,0.99,5,0
36,15.0,CartPole-v1,100000.0,0.0001,0.99,5,0
37,28.0,CartPole-v1,100000.0,0.0001,0.99,5,0
38,12.0,CartPole-v1,100000.0,0.0001,0.99,5,0
39,15.0,CartPole-v1,100000.0,0.0001,0.99,5,0
40,33.0,CartPole-v1,100000.0,0.0001,0.99,5,0
41,10.0,CartPole-v1,100000.0,0.0001,0.99,5,0
42,48.0,CartPole-v1,100000.0,0.0001,0.99,5,0
43,54.0,CartPole-v1,100000.0,0.0001,0.99,5,0
44,15.0,CartPole-v1,100000.0,0.0001,0.99,5,0
45,12.0,CartPole-v1,100000.0,0.0001,0.99,5,0
46,10.0,CartPole-v1,100000.0,0.0001,0.99,5,0
47,27.0,CartPole-v1,100000.0,0.0001,0.99,5,0
48,25.0,CartPole-v1,100000.0,0.0001,0.99,5,0
49,14.0,CartPole-v1,100000.0,0.0001,0.99,5,0
50,30.0,CartPole-v1,100000.0,0.0001,0.99,5,0
51,15.0,CartPole-v1,100000.0,0.0001,0.99,5,0
52,25.0,CartPole-v1,100000.0,0.0001,0.99,5,0
53,13.0,CartPole-v1,100000.0,0.0001,0.99,5,0
54,18.0,CartPole-v1,100000.0,0.0001,0.99,5,0
55,24.0,CartPole-v1,100000.0,0.0001,0.99,5,0
56,54.0,CartPole-v1,100000.0,0.0001,0.99,5,0
57,52.0,CartPole-v1,100000.0,0.0001,0.99,5,0
58,12.0,CartPole-v1,100000.0,0.0001,0.99,5,0
59,23.0,CartPole-v1,100000.0,0.0001,0.99,5,0
60,17.0,CartPole-v1,100000.0,0.0001,0.99,5,0
61,18.0,CartPole-v1,100000.0,0.0001,0.99,5,0
62,9.0,CartPole-v1,100000.0,0.0001,0.99,5,0
63,11.0,CartPole-v1,100000.0,0.0001,0.99,5,0
64,11.0,CartPole-v1,100000.0,0.0001,0.99,5,0
65,13.0,CartPole-v1,100000.0,0.0001,0.99,5,0
66,20.0,CartPole-v1,100000.0,0.0001,0.99,5,0
67,46.0,CartPole-v1,100000.0,0.0001,0.99,5,0
68,26.0,CartPole-v1,100000.0,0.0001,0.99,5,0
69,15.0,CartPole-v1,100000.0,0.0001,0.99,5,0
70,22.0,CartPole-v1,100000.0,0.0001,0.99,5,0
71,26.0,CartPole-v1,100000.0,0.0001,0.99,5,0
72,18.0,CartPole-v1,100000.0,0.0001,0.99,5,0
73,20.0,CartPole-v1,100000.0,0.0001,0.99,5,0
74,27.0,CartPole-v1,100000.0,0.0001,0.99,5,0
75,39.0,CartPole-v1,100000.0,0.0001,0.99,5,0
76,25.0,CartPole-v1,100000.0,0.0001,0.99,5,0
77,13.0,CartPole-v1,100000.0,0.0001,0.99,5,0
78,75.0,CartPole-v1,100000.0,0.0001,0.99,5,0
79,12.0,CartPole-v1,100000.0,0.0001,0.99,5,0
80,29.0,CartPole-v1,100000.0,0.0001,0.99,5,0
81,32.0,CartPole-v1,100000.0,0.0001,0.99,5,0
82,31.0,CartPole-v1,100000.0,0.0001,0.99,5,0
83,36.0,CartPole-v1,100000.0,0.0001,0.99,5,0
84,22.0,CartPole-v1,100000.0,0.0001,0.99,5,0
85,18.0,CartPole-v1,100000.0,0.0001,0.99,5,0
86,45.0,CartPole-v1,100000.0,0.0001,0.99,5,0
87,22.0,CartPole-v1,100000.0,0.0001,0.99,5,0
88,17.0,CartPole-v1,100000.0,0.0001,0.99,5,0
89,16.0,CartPole-v1,100000.0,0.0001,0.99,5,0
90,17.0,CartPole-v1,100000.0,0.0001,0.99,5,0
91,16.0,CartPole-v1,100000.0,0.0001,0.99,5,0
92,43.0,CartPole-v1,100000.0,0.0001,0.99,5,0
93,35.0,CartPole-v1,100000.0,0.0001,0.99,5,0
94,22.0,CartPole-v1,100000.0,0.0001,0.99,5,0
95,24.0,CartPole-v1,100000.0,0.0001,0.99,5,0
96,12.0,CartPole-v1,100000.0,0.0001,0.99,5,0
97,28.0,CartPole-v1,100000.0,0.0001,0.99,5,0
98,19.0,CartPole-v1,100000.0,0.0001,0.99,5,0
99,13.0,CartPole-v1,100000.0,0.0001,0.99,5,0
100,41.0,CartPole-v1,100000.0,0.0001,0.99,5,0
101,32.0,CartPole-v1,100000.0,0.0001,0.99,5,0
102,13.0,CartPole-v1,100000.0,0.0001,0.99,5,0
103,35.0,CartPole-v1,100000.0,0.0001,0.99,5,0
104,22.0,CartPole-v1,100000.0,0.0001,0.99,5,0
105,17.0,CartPole-v1,100000.0,0.0001,0.99,5,0
106,28.0,CartPole-v1,100000.0,0.0001,0.99,5,0
107,16.0,CartPole-v1,100000.0,0.0001,0.99,5,0
108,10.0,CartPole-v1,100000.0,0.0001,0.99,5,0
109,19.0,CartPole-v1,100000.0,0.0001,0.99,5,0
110,29.0,CartPole-v1,100000.0,0.0001,0.99,5,0
111,32.0,CartPole-v1,100000.0,0.0001,0.99,5,0
112,18.0,CartPole-v1,100000.0,0.0001,0.99,5,0
113,19.0,CartPole-v1,100000.0,0.0001,0.99,5,0
114,19.0,CartPole-v1,100000.0,0.0001,0.99,5,0
115,10.0,CartPole-v1,100000.0,0.0001,0.99,5,0
116,34.0,CartPole-v1,100000.0,0.0001,0.99,5,0
117,22.0,CartPole-v1,100000.0,0.0001,0.99,5,0
118,53.0,CartPole-v1,100000.0,0.0001,0.99,5,0
119,18.0,CartPole-v1,100000.0,0.0001,0.99,5,0
120,15.0,CartPole-v1,100000.0,0.0001,0.99,5,0
121,30.0,CartPole-v1,100000.0,0.0001,0.99,5,0
122,26.0,CartPole-v1,100000.0,0.0001,0.99,5,0
123,23.0,CartPole-v1,100000.0,0.0001,0.99,5,0
124,30.0,CartPole-v1,100000.0,0.0001,0.99,5,0
125,12.0,CartPole-v1,100000.0,0.0001,0.99,5,0
126,36.0,CartPole-v1,100000.0,0.0001,0.99,5,0
127,27.0,CartPole-v1,100000.0,0.0001,0.99,5,0
128,33.0,CartPole-v1,100000.0,0.0001,0.99,5,0
129,23.0,CartPole-v1,100000.0,0.0001,0.99,5,0
130,22.0,CartPole-v1,100000.0,0.0001,0.99,5,0
