Episode,Episode Score,Environment,Max Episodes,Learning Rate,Gamma,Hidden Layers,Seed
1,22.0,CartPole-v1,100000.0,0.0001,0.99,4,3
2,29.0,CartPole-v1,100000.0,0.0001,0.99,4,3
3,12.0,CartPole-v1,100000.0,0.0001,0.99,4,3
4,17.0,CartPole-v1,100000.0,0.0001,0.99,4,3
5,16.0,CartPole-v1,100000.0,0.0001,0.99,4,3
6,15.0,CartPole-v1,100000.0,0.0001,0.99,4,3
7,14.0,CartPole-v1,100000.0,0.0001,0.99,4,3
8,31.0,CartPole-v1,100000.0,0.0001,0.99,4,3
9,70.0,CartPole-v1,100000.0,0.0001,0.99,4,3
10,12.0,CartPole-v1,100000.0,0.0001,0.99,4,3
11,37.0,CartPole-v1,100000.0,0.0001,0.99,4,3
12,24.0,CartPole-v1,100000.0,0.0001,0.99,4,3
13,13.0,CartPole-v1,100000.0,0.0001,0.99,4,3
14,9.0,CartPole-v1,100000.0,0.0001,0.99,4,3
15,25.0,CartPole-v1,100000.0,0.0001,0.99,4,3
16,14.0,CartPole-v1,100000.0,0.0001,0.99,4,3
17,42.0,CartPole-v1,100000.0,0.0001,0.99,4,3
18,15.0,CartPole-v1,100000.0,0.0001,0.99,4,3
19,12.0,CartPole-v1,100000.0,0.0001,0.99,4,3
20,20.0,CartPole-v1,100000.0,0.0001,0.99,4,3
21,18.0,CartPole-v1,100000.0,0.0001,0.99,4,3
22,27.0,CartPole-v1,100000.0,0.0001,0.99,4,3
23,22.0,CartPole-v1,100000.0,0.0001,0.99,4,3
24,15.0,CartPole-v1,100000.0,0.0001,0.99,4,3
25,33.0,CartPole-v1,100000.0,0.0001,0.99,4,3
26,15.0,CartPole-v1,100000.0,0.0001,0.99,4,3
27,11.0,CartPole-v1,100000.0,0.0001,0.99,4,3
28,14.0,CartPole-v1,100000.0,0.0001,0.99,4,3
29,11.0,CartPole-v1,100000.0,0.0001,0.99,4,3
30,32.0,CartPole-v1,100000.0,0.0001,0.99,4,3
31,15.0,CartPole-v1,100000.0,0.0001,0.99,4,3
32,22.0,CartPole-v1,100000.0,0.0001,0.99,4,3
33,16.0,CartPole-v1,100000.0,0.0001,0.99,4,3
34,14.0,CartPole-v1,100000.0,0.0001,0.99,4,3
35,14.0,CartPole-v1,100000.0,0.0001,0.99,4,3
36,40.0,CartPole-v1,100000.0,0.0001,0.99,4,3
37,14.0,CartPole-v1,100000.0,0.0001,0.99,4,3
38,35.0,CartPole-v1,100000.0,0.0001,0.99,4,3
39,13.0,CartPole-v1,100000.0,0.0001,0.99,4,3
40,17.0,CartPole-v1,100000.0,0.0001,0.99,4,3
41,16.0,CartPole-v1,100000.0,0.0001,0.99,4,3
42,24.0,CartPole-v1,100000.0,0.0001,0.99,4,3
43,13.0,CartPole-v1,100000.0,0.0001,0.99,4,3
44,10.0,CartPole-v1,100000.0,0.0001,0.99,4,3
45,13.0,CartPole-v1,100000.0,0.0001,0.99,4,3
46,25.0,CartPole-v1,100000.0,0.0001,0.99,4,3
47,27.0,CartPole-v1,100000.0,0.0001,0.99,4,3
48,43.0,CartPole-v1,100000.0,0.0001,0.99,4,3
49,29.0,CartPole-v1,100000.0,0.0001,0.99,4,3
50,22.0,CartPole-v1,100000.0,0.0001,0.99,4,3
51,14.0,CartPole-v1,100000.0,0.0001,0.99,4,3
52,12.0,CartPole-v1,100000.0,0.0001,0.99,4,3
53,27.0,CartPole-v1,100000.0,0.0001,0.99,4,3
54,19.0,CartPole-v1,100000.0,0.0001,0.99,4,3
55,37.0,CartPole-v1,100000.0,0.0001,0.99,4,3
56,22.0,CartPole-v1,100000.0,0.0001,0.99,4,3
57,18.0,CartPole-v1,100000.0,0.0001,0.99,4,3
58,29.0,CartPole-v1,100000.0,0.0001,0.99,4,3
59,15.0,CartPole-v1,100000.0,0.0001,0.99,4,3
60,26.0,CartPole-v1,100000.0,0.0001,0.99,4,3
61,17.0,CartPole-v1,100000.0,0.0001,0.99,4,3
62,39.0,CartPole-v1,100000.0,0.0001,0.99,4,3
63,14.0,CartPole-v1,100000.0,0.0001,0.99,4,3
64,28.0,CartPole-v1,100000.0,0.0001,0.99,4,3
65,24.0,CartPole-v1,100000.0,0.0001,0.99,4,3
66,13.0,CartPole-v1,100000.0,0.0001,0.99,4,3
67,14.0,CartPole-v1,100000.0,0.0001,0.99,4,3
68,33.0,CartPole-v1,100000.0,0.0001,0.99,4,3
69,13.0,CartPole-v1,100000.0,0.0001,0.99,4,3
70,20.0,CartPole-v1,100000.0,0.0001,0.99,4,3
71,23.0,CartPole-v1,100000.0,0.0001,0.99,4,3
72,27.0,CartPole-v1,100000.0,0.0001,0.99,4,3
73,9.0,CartPole-v1,100000.0,0.0001,0.99,4,3
74,29.0,CartPole-v1,100000.0,0.0001,0.99,4,3
75,15.0,CartPole-v1,100000.0,0.0001,0.99,4,3
76,16.0,CartPole-v1,100000.0,0.0001,0.99,4,3
77,19.0,CartPole-v1,100000.0,0.0001,0.99,4,3
78,21.0,CartPole-v1,100000.0,0.0001,0.99,4,3
79,21.0,CartPole-v1,100000.0,0.0001,0.99,4,3
80,21.0,CartPole-v1,100000.0,0.0001,0.99,4,3
81,20.0,CartPole-v1,100000.0,0.0001,0.99,4,3
82,16.0,CartPole-v1,100000.0,0.0001,0.99,4,3
83,11.0,CartPole-v1,100000.0,0.0001,0.99,4,3
84,16.0,CartPole-v1,100000.0,0.0001,0.99,4,3
85,23.0,CartPole-v1,100000.0,0.0001,0.99,4,3
86,25.0,CartPole-v1,100000.0,0.0001,0.99,4,3
87,28.0,CartPole-v1,100000.0,0.0001,0.99,4,3
88,12.0,CartPole-v1,100000.0,0.0001,0.99,4,3
89,13.0,CartPole-v1,100000.0,0.0001,0.99,4,3
90,31.0,CartPole-v1,100000.0,0.0001,0.99,4,3
91,22.0,CartPole-v1,100000.0,0.0001,0.99,4,3
92,23.0,CartPole-v1,100000.0,0.0001,0.99,4,3
93,26.0,CartPole-v1,100000.0,0.0001,0.99,4,3
94,44.0,CartPole-v1,100000.0,0.0001,0.99,4,3
95,19.0,CartPole-v1,100000.0,0.0001,0.99,4,3
96,14.0,CartPole-v1,100000.0,0.0001,0.99,4,3
97,34.0,CartPole-v1,100000.0,0.0001,0.99,4,3
98,11.0,CartPole-v1,100000.0,0.0001,0.99,4,3
99,15.0,CartPole-v1,100000.0,0.0001,0.99,4,3
100,18.0,CartPole-v1,100000.0,0.0001,0.99,4,3
101,17.0,CartPole-v1,100000.0,0.0001,0.99,4,3
102,12.0,CartPole-v1,100000.0,0.0001,0.99,4,3
103,13.0,CartPole-v1,100000.0,0.0001,0.99,4,3
104,14.0,CartPole-v1,100000.0,0.0001,0.99,4,3
105,35.0,CartPole-v1,100000.0,0.0001,0.99,4,3
106,17.0,CartPole-v1,100000.0,0.0001,0.99,4,3
107,84.0,CartPole-v1,100000.0,0.0001,0.99,4,3
108,12.0,CartPole-v1,100000.0,0.0001,0.99,4,3
109,14.0,CartPole-v1,100000.0,0.0001,0.99,4,3
110,19.0,CartPole-v1,100000.0,0.0001,0.99,4,3
111,16.0,CartPole-v1,100000.0,0.0001,0.99,4,3
112,29.0,CartPole-v1,100000.0,0.0001,0.99,4,3
113,19.0,CartPole-v1,100000.0,0.0001,0.99,4,3
114,18.0,CartPole-v1,100000.0,0.0001,0.99,4,3
115,12.0,CartPole-v1,100000.0,0.0001,0.99,4,3
116,12.0,CartPole-v1,100000.0,0.0001,0.99,4,3
117,9.0,CartPole-v1,100000.0,0.0001,0.99,4,3
118,16.0,CartPole-v1,100000.0,0.0001,0.99,4,3
119,17.0,CartPole-v1,100000.0,0.0001,0.99,4,3
120,53.0,CartPole-v1,100000.0,0.0001,0.99,4,3
121,10.0,CartPole-v1,100000.0,0.0001,0.99,4,3
122,15.0,CartPole-v1,100000.0,0.0001,0.99,4,3
123,17.0,CartPole-v1,100000.0,0.0001,0.99,4,3
124,39.0,CartPole-v1,100000.0,0.0001,0.99,4,3
125,13.0,CartPole-v1,100000.0,0.0001,0.99,4,3
126,15.0,CartPole-v1,100000.0,0.0001,0.99,4,3
127,46.0,CartPole-v1,100000.0,0.0001,0.99,4,3
128,14.0,CartPole-v1,100000.0,0.0001,0.99,4,3
129,15.0,CartPole-v1,100000.0,0.0001,0.99,4,3
130,11.0,CartPole-v1,100000.0,0.0001,0.99,4,3
131,26.0,CartPole-v1,100000.0,0.0001,0.99,4,3
132,12.0,CartPole-v1,100000.0,0.0001,0.99,4,3
133,13.0,CartPole-v1,100000.0,0.0001,0.99,4,3
134,25.0,CartPole-v1,100000.0,0.0001,0.99,4,3
135,24.0,CartPole-v1,100000.0,0.0001,0.99,4,3
136,9.0,CartPole-v1,100000.0,0.0001,0.99,4,3
137,11.0,CartPole-v1,100000.0,0.0001,0.99,4,3
138,16.0,CartPole-v1,100000.0,0.0001,0.99,4,3
139,23.0,CartPole-v1,100000.0,0.0001,0.99,4,3
140,38.0,CartPole-v1,100000.0,0.0001,0.99,4,3
141,25.0,CartPole-v1,100000.0,0.0001,0.99,4,3
142,33.0,CartPole-v1,100000.0,0.0001,0.99,4,3
143,21.0,CartPole-v1,100000.0,0.0001,0.99,4,3
144,19.0,CartPole-v1,100000.0,0.0001,0.99,4,3
145,20.0,CartPole-v1,100000.0,0.0001,0.99,4,3
146,22.0,CartPole-v1,100000.0,0.0001,0.99,4,3
147,43.0,CartPole-v1,100000.0,0.0001,0.99,4,3
148,18.0,CartPole-v1,100000.0,0.0001,0.99,4,3
149,13.0,CartPole-v1,100000.0,0.0001,0.99,4,3
150,23.0,CartPole-v1,100000.0,0.0001,0.99,4,3
151,16.0,CartPole-v1,100000.0,0.0001,0.99,4,3
152,20.0,CartPole-v1,100000.0,0.0001,0.99,4,3
153,23.0,CartPole-v1,100000.0,0.0001,0.99,4,3
154,37.0,CartPole-v1,100000.0,0.0001,0.99,4,3
155,12.0,CartPole-v1,100000.0,0.0001,0.99,4,3
156,14.0,CartPole-v1,100000.0,0.0001,0.99,4,3
157,13.0,CartPole-v1,100000.0,0.0001,0.99,4,3
158,11.0,CartPole-v1,100000.0,0.0001,0.99,4,3
159,32.0,CartPole-v1,100000.0,0.0001,0.99,4,3
160,23.0,CartPole-v1,100000.0,0.0001,0.99,4,3
161,19.0,CartPole-v1,100000.0,0.0001,0.99,4,3
162,22.0,CartPole-v1,100000.0,0.0001,0.99,4,3
163,36.0,CartPole-v1,100000.0,0.0001,0.99,4,3
164,13.0,CartPole-v1,100000.0,0.0001,0.99,4,3
165,16.0,CartPole-v1,100000.0,0.0001,0.99,4,3
166,17.0,CartPole-v1,100000.0,0.0001,0.99,4,3
