Episode,Episode Score,Environment,Max Episodes,Learning Rate,Gamma,Seed
1,11.0,CartPole-v1,100000.0,0.001,0.99,4
2,22.0,CartPole-v1,100000.0,0.001,0.99,4
3,20.0,CartPole-v1,100000.0,0.001,0.99,4
4,20.0,CartPole-v1,100000.0,0.001,0.99,4
5,19.0,CartPole-v1,100000.0,0.001,0.99,4
6,15.0,CartPole-v1,100000.0,0.001,0.99,4
7,17.0,CartPole-v1,100000.0,0.001,0.99,4
8,23.0,CartPole-v1,100000.0,0.001,0.99,4
9,16.0,CartPole-v1,100000.0,0.001,0.99,4
10,13.0,CartPole-v1,100000.0,0.001,0.99,4
11,9.0,CartPole-v1,100000.0,0.001,0.99,4
12,9.0,CartPole-v1,100000.0,0.001,0.99,4
13,22.0,CartPole-v1,100000.0,0.001,0.99,4
14,9.0,CartPole-v1,100000.0,0.001,0.99,4
15,12.0,CartPole-v1,100000.0,0.001,0.99,4
16,17.0,CartPole-v1,100000.0,0.001,0.99,4
17,38.0,CartPole-v1,100000.0,0.001,0.99,4
18,13.0,CartPole-v1,100000.0,0.001,0.99,4
19,29.0,CartPole-v1,100000.0,0.001,0.99,4
20,28.0,CartPole-v1,100000.0,0.001,0.99,4
21,11.0,CartPole-v1,100000.0,0.001,0.99,4
22,12.0,CartPole-v1,100000.0,0.001,0.99,4
23,14.0,CartPole-v1,100000.0,0.001,0.99,4
24,9.0,CartPole-v1,100000.0,0.001,0.99,4
25,20.0,CartPole-v1,100000.0,0.001,0.99,4
26,17.0,CartPole-v1,100000.0,0.001,0.99,4
27,14.0,CartPole-v1,100000.0,0.001,0.99,4
28,23.0,CartPole-v1,100000.0,0.001,0.99,4
29,14.0,CartPole-v1,100000.0,0.001,0.99,4
30,17.0,CartPole-v1,100000.0,0.001,0.99,4
31,11.0,CartPole-v1,100000.0,0.001,0.99,4
32,15.0,CartPole-v1,100000.0,0.001,0.99,4
33,37.0,CartPole-v1,100000.0,0.001,0.99,4
34,14.0,CartPole-v1,100000.0,0.001,0.99,4
35,18.0,CartPole-v1,100000.0,0.001,0.99,4
36,28.0,CartPole-v1,100000.0,0.001,0.99,4
37,11.0,CartPole-v1,100000.0,0.001,0.99,4
